Number,Time
15647,19601.1
15648,19602.4
15649,19603.7
15650,19605
15651,19606.3
15652,19607.6
15653,19608.9
15654,19610.2
15655,19611.5
15656,19612.8
15657,19614.1
15658,19615.4
15659,19616.7
15660,19618
15661,19619.3
15662,19620.6
15663,19621.9
15664,19623.2
15665,19624.5
15666,19625.8
15667,19627.1
15668,19628.4
15669,19629.7
15670,19631
15671,19632.3
15672,19633.6
15673,19634.9
15674,19636.2
15675,19637.5
15676,19638.8
15677,19640.1
15678,19641.4
15679,19642.7
15680,19644
15681,19645.3
15682,19646.6
15683,19647.9
15684,19649.2
15685,19650.5
15686,19651.8
15687,19653.1
15688,19654.4
15689,19655.7
15690,19657
15691,19658.3
15692,19659.6
15693,19660.9
15694,19662.2
15695,19663.5
15696,19664.8
15697,19666.1
15698,19667.4
15699,19668.7
15700,19670
15701,19671.3
15702,19672.6
15703,19673.9
15704,19675.2
15705,19676.5
15706,19677.8
15707,19679.1
15708,19680.4
15709,19681.7
15710,19683
15711,19684.3
15712,19685.6
15713,19686.9
15714,19688.2
15715,19689.5
15716,19690.8
15717,19692.1
15718,19693.4
15719,19694.7
15720,19696
15721,19697.3
15722,19698.6
15723,19699.9
15724,19701.2
15725,19702.5
15726,19703.8
15727,19705.1
15728,19706.4
15729,19707.7
15730,19709
15731,19710.3
15732,19711.6
15733,19712.9
15734,19714.2
15735,19715.5
15736,19716.8
15737,19718.1
15738,19719.4
15739,19720.7
15740,19722
15741,19723.3
15742,19724.6
15743,19725.9
15744,19727.2
15745,19728.5
15746,19729.8
15747,19731.1
15748,19732.4
15749,19733.7
15750,19735
15751,19736.3
15752,19737.6
15753,19738.9
15754,19740.2
15755,19741.5
15756,19742.8
15757,19744.1
15758,19745.4
15759,19746.7
15760,19748
15761,19749.3
15762,19750.6
15763,19751.9
15764,19753.2
15765,19754.5
15766,19755.8
15767,19757.1
15768,19758.4
15769,19759.7
15770,19761
15771,19762.3
15772,19763.6
15773,19764.9
15774,19766.2
15775,19767.5
15776,19768.8
15777,19770.1
15778,19771.4
15779,19772.7
15780,19774
15781,19775.3
15782,19776.6
15783,19777.9
15784,19779.2
15785,19780.5
15786,19781.8
15787,19783.1
15788,19784.4
15789,19785.7
15790,19787
15791,19788.3
15792,19789.6
15793,19790.9
15794,19792.2
15795,19793.5
15796,19794.8
15797,19796.1
15798,19797.4
15799,19798.7
15800,19800
15801,19801.3
15802,19802.6
15803,19803.9
15804,19805.2
15805,19806.5
15806,19807.8
15807,19809.1
15808,19810.4
15809,19811.7
15810,19813
15811,19814.3
15812,19815.6
15813,19816.9
15814,19818.2
15815,19819.5
15816,19820.8
15817,19822.1
15818,19823.4
15819,19824.7
15820,19826
15821,19827.3
15822,19828.6
15823,19829.9
15824,19831.2
15825,19832.5
15826,19833.8
15827,19835.1
15828,19836.4
15829,19837.7
15830,19839
15831,19840.3
15832,19841.6
15833,19842.9
15834,19844.2
15835,19845.5
15836,19846.8
15837,19848.1
15838,19849.4
15839,19850.7
15840,19852
15841,19853.3
15842,19854.6
15843,19855.9
15844,19857.2
15845,19858.5
15846,19859.8
15847,19861.1
15848,19862.4
15849,19863.7
15850,19865
15851,19866.3
15852,19867.6
15853,19868.9
15854,19870.2
15855,19871.5
15856,19872.8
15857,19874.1
15858,19875.4
15859,19876.7
15860,19878
15861,19879.3
15862,19880.6
15863,19881.9
15864,19883.2
15865,19884.5
15866,19885.8
15867,19887.1
15868,19888.4
15869,19889.7
15870,19891
15871,19892.3
15872,19893.6
15873,19894.9
15874,19896.2
15875,19897.5
15876,19898.8
15877,19900.1
15878,19901.4
15879,19902.7
15880,19904
15881,19905.3
15882,19906.6
15883,19907.9
15884,19909.2
15885,19910.5
15886,19911.8
15887,19913.1
15888,19914.4
15889,19915.7
15890,19917
15891,19918.3
15892,19919.6
15893,19920.9
15894,19922.2
15895,19923.5
15896,19924.8
15897,19926.1
15898,19927.4
15899,19928.7
15900,19930
15901,19931.3
15902,19932.6
15903,19933.9
15904,19935.2
15905,19936.5
15906,19937.8
15907,19939.1
15908,19940.4
15909,19941.7
15910,19943
15911,19944.3
15912,19945.6
15913,19946.9
15914,19948.2
15915,19949.5
15916,19950.8
15917,19952.1
15918,19953.4
15919,19954.7
15920,19956
15921,19957.3
15922,19958.6
15923,19959.9
15924,19961.2
15925,19962.5
15926,19963.8
15927,19965.1
15928,19966.4
15929,19967.7
15930,19969
15931,19970.3
15932,19971.6
15933,19972.9
15934,19974.2
15935,19975.5
15936,19976.8
15937,19978.1
15938,19979.4
15939,19980.7
15940,19982
15941,19983.3
15942,19984.6
15943,19985.9
15944,19987.2
15945,19988.5
15946,19989.8
15947,19991.1
15948,19992.4
15949,19993.7
15950,19995
15951,19996.3
15952,19997.6
15953,19998.9
15954,20000.2
15955,20001.5
15956,20002.8
15957,20004.1
15958,20005.4
15959,20006.7
15960,20008
15961,20009.3
15962,20010.6
15963,20011.9
15964,20013.2
15965,20014.5
15966,20015.8
15967,20017.1
15968,20018.4
15969,20019.7
15970,20021
15971,20022.3
15972,20023.6
15973,20024.9
15974,20026.2
15975,20027.5
15976,20028.8
15977,20030.1
15978,20031.4
15979,20032.7
15980,20034
15981,20035.3
15982,20036.6
15983,20037.9
15984,20039.2
15985,20040.5
15986,20041.8
15987,20043.1
15988,20044.4
15989,20045.7
15990,20047
15991,20048.3
15992,20049.6
15993,20050.9
15994,20052.2
15995,20053.5
15996,20054.8
15997,20056.1
15998,20057.4
15999,20058.7
16000,20060
16001,20061.3
16002,20062.6
16003,20063.9
16004,20065.2
16005,20066.5
16006,20067.8
16007,20069.1
16008,20070.4
16009,20071.7
16010,20073
16011,20074.3
16012,20075.6
16013,20076.9
16014,20078.2
16015,20079.5
16016,20080.8
16017,20082.1
16018,20083.4
16019,20084.7
16020,20086
16021,20087.3
16022,20088.6
16023,20089.9
16024,20091.2
16025,20092.5
16026,20093.8
16027,20095.1
16028,20096.4
16029,20097.7
16030,20099
16031,20100.3
16032,20101.6
16033,20102.9
16034,20104.2
16035,20105.5
16036,20106.8
16037,20108.1
16038,20109.4
16039,20110.7
16040,20112
16041,20113.3
16042,20114.6
16043,20115.9
16044,20117.2
16045,20118.5
16046,20119.8
16047,20121.1
16048,20122.4
16049,20123.7
16050,20125
16051,20126.3
16052,20127.6
16053,20128.9
16054,20130.2
16055,20131.5
16056,20132.8
16057,20134.1
16058,20135.4
16059,20136.7
16060,20138
16061,20139.3
16062,20140.6
16063,20141.9
16064,20143.2
16065,20144.5
16066,20145.8
16067,20147.1
16068,20148.4
16069,20149.7
16070,20151
16071,20152.3
16072,20153.6
16073,20154.9
16074,20156.2
16075,20157.5
16076,20158.8
16077,20160.1
16078,20161.4
16079,20162.7
16080,20164
16081,20165.3
16082,20166.6
16083,20167.9
16084,20169.2
16085,20170.5
16086,20171.8
16087,20173.1
16088,20174.4
16089,20175.7
16090,20177
16091,20178.3
16092,20179.6
16093,20180.9
16094,20182.2
16095,20183.5
16096,20184.8
16097,20186.1
16098,20187.4
16099,20188.7
16100,20190
16101,20191.3
16102,20192.6
16103,20193.9
16104,20195.2
16105,20196.5
16106,20197.8
16107,20199.1
16108,20200.4
16109,20201.7
16110,20203
16111,20204.3
16112,20205.6
16113,20206.9
16114,20208.2
16115,20209.5
16116,20210.8
16117,20212.1
16118,20213.4
16119,20214.7
16120,20216
16121,20217.3
16122,20218.6
16123,20219.9
16124,20221.2
16125,20222.5
16126,20223.8
16127,20225.1
16128,20226.4
16129,20227.7
16130,20229
16131,20230.3
16132,20231.6
16133,20232.9
16134,20234.2
16135,20235.5
16136,20236.8
16137,20238.1
16138,20239.4
16139,20240.7
16140,20242
16141,20243.3
16142,20244.6
16143,20245.9
16144,20247.2
16145,20248.5
16146,20249.8
16147,20251.1
16148,20252.4
16149,20253.7
16150,20255
16151,20256.3
16152,20257.6
16153,20258.9
16154,20260.2
16155,20261.5
16156,20262.8
16157,20264.1
16158,20265.4
16159,20266.7
16160,20268
16161,20269.3
16162,20270.6
16163,20271.9
16164,20273.2
16165,20274.5
16166,20275.8
16167,20277.1
16168,20278.4
16169,20279.7
16170,20281
16171,20282.3
16172,20283.6
16173,20284.9
16174,20286.2
16175,20287.5
16176,20288.8
16177,20290.1
16178,20291.4
16179,20292.7
16180,20294
16181,20295.3
16182,20296.6
16183,20297.9
16184,20299.2
16185,20300.5
16186,20301.8
16187,20303.1
16188,20304.4
16189,20305.7
16190,20307
16191,20308.3
16192,20309.6
16193,20310.9
16194,20312.2
16195,20313.5
16196,20314.8
16197,20316.1
16198,20317.4
16199,20318.7
16200,20320
16201,20321.3
16202,20322.6
16203,20323.9
16204,20325.2
16205,20326.5
16206,20327.8
16207,20329.1
16208,20330.4
16209,20331.7
16210,20333
16211,20334.3
16212,20335.6
16213,20336.9
16214,20338.2
16215,20339.5
16216,20340.8
16217,20342.1
16218,20343.4
16219,20344.7
16220,20346
16221,20347.3
16222,20348.6
16223,20349.9
16224,20351.2
16225,20352.5
16226,20353.8
16227,20355.1
16228,20356.4
16229,20357.7
16230,20359
16231,20360.3
16232,20361.6
16233,20362.9
16234,20364.2
16235,20365.5
16236,20366.8
16237,20368.1
16238,20369.4
16239,20370.7
16240,20372
16241,20373.3
16242,20374.6
16243,20375.9
16244,20377.2
16245,20378.5
16246,20379.8
16247,20381.1
16248,20382.4
16249,20383.7
16250,20385
16251,20386.3
16252,20387.6
16253,20388.9
16254,20390.2
16255,20391.5
16256,20392.8
16257,20394.1
16258,20395.4
16259,20396.7
16260,20398
16261,20399.3
16262,20400.6
16263,20401.9
16264,20403.2
16265,20404.5
16266,20405.8
16267,20407.1
16268,20408.4
16269,20409.7
16270,20411
16271,20412.3
16272,20413.6
16273,20414.9
16274,20416.2
16275,20417.5
16276,20418.8
16277,20420.1
16278,20421.4
16279,20422.7
16280,20424
16281,20425.3
16282,20426.6
16283,20427.9
16284,20429.2
16285,20430.5
16286,20431.8
16287,20433.1
16288,20434.4
16289,20435.7
16290,20437
16291,20438.3
16292,20439.6
16293,20440.9
16294,20442.2
16295,20443.5
16296,20444.8
16297,20446.1
16298,20447.4
16299,20448.7
16300,20450
16301,20451.3
16302,20452.6
16303,20453.9
16304,20455.2
16305,20456.5
16306,20457.8
16307,20459.1
16308,20460.4
16309,20461.7
16310,20463
16311,20464.3
16312,20465.6
16313,20466.9
16314,20468.2
16315,20469.5
16316,20470.8
16317,20472.1
16318,20473.4
16319,20474.7
16320,20476
16321,20477.3
16322,20478.6
16323,20479.9
16324,20481.2
16325,20482.5
16326,20483.8
16327,20485.1
16328,20486.4
16329,20487.7
16330,20489
16331,20490.3
16332,20491.6
16333,20492.9
16334,20494.2
16335,20495.5
16336,20496.8
16337,20498.1
16338,20499.4
16339,20500.7
16340,20502
16341,20503.3
16342,20504.6
16343,20505.9
16344,20507.2
16345,20508.5
16346,20509.8
16347,20511.1
16348,20512.4
16349,20513.7
16350,20515
16351,20516.3
16352,20517.6
16353,20518.9
16354,20520.2
16355,20521.5
16356,20522.8
16357,20524.1
16358,20525.4
16359,20526.7
16360,20528
16361,20529.3
16362,20530.6
16363,20531.9
16364,20533.2
16365,20534.5
16366,20535.8
16367,20537.1
16368,20538.4
16369,20539.7
16370,20541
16371,20542.3
16372,20543.6
16373,20544.9
16374,20546.2
16375,20547.5
16376,20548.8
16377,20550.1
16378,20551.4
16379,20552.7
16380,20554
16381,20555.3
16382,20556.6
16383,20557.9
16384,20559.2
16385,20560.5
16386,20561.8
16387,20563.1
16388,20564.4
16389,20565.7
16390,20567
16391,20568.3
16392,20569.6
16393,20570.9
16394,20572.2
16395,20573.5
16396,20574.8
16397,20576.1
16398,20577.4
16399,20578.7
16400,20580
16401,20581.3
16402,20582.6
16403,20583.9
16404,20585.2
16405,20586.5
16406,20587.8
16407,20589.1
16408,20590.4
16409,20591.7
16410,20593
16411,20594.3
16412,20595.6
16413,20596.9
16414,20598.2
16415,20599.5
16416,20600.8
16417,20602.1
16418,20603.4
16419,20604.7
16420,20606
16421,20607.3
16422,20608.6
16423,20609.9
16424,20611.2
16425,20612.5
16426,20613.8
16427,20615.1
16428,20616.4
16429,20617.7
16430,20619
16431,20620.3
16432,20621.6
16433,20622.9
16434,20624.2
16435,20625.5
16436,20626.8
16437,20628.1
16438,20629.4
16439,20630.7
16440,20632
16441,20633.3
16442,20634.6
16443,20635.9
16444,20637.2
16445,20638.5
16446,20639.8
16447,20641.1
16448,20642.4
16449,20643.7
16450,20645
16451,20646.3
16452,20647.6
16453,20648.9
16454,20650.2
16455,20651.5
16456,20652.8
16457,20654.1
16458,20655.4
16459,20656.7
16460,20658
16461,20659.3
16462,20660.6
16463,20661.9
16464,20663.2
16465,20664.5
16466,20665.8
16467,20667.1
16468,20668.4
16469,20669.7
16470,20671
16471,20672.3
16472,20673.6
16473,20674.9
16474,20676.2
16475,20677.5
16476,20678.8
16477,20680.1
16478,20681.4
16479,20682.7
16480,20684
16481,20685.3
16482,20686.6
16483,20687.9
16484,20689.2
16485,20690.5
16486,20691.8
16487,20693.1
16488,20694.4
16489,20695.7
16490,20697
16491,20698.3
16492,20699.6
16493,20700.9
16494,20702.2
16495,20703.5
16496,20704.8
16497,20706.1
16498,20707.4
16499,20708.7
16500,20710
16501,20711.3
16502,20712.6
16503,20713.9
16504,20715.2
16505,20716.5
16506,20717.8
16507,20719.1
16508,20720.4
16509,20721.7
16510,20723
16511,20724.3
16512,20725.6
16513,20726.9
16514,20728.2
16515,20729.5
16516,20730.8
16517,20732.1
16518,20733.4
16519,20734.7
16520,20736
16521,20737.3
16522,20738.6
16523,20739.9
16524,20741.2
16525,20742.5
16526,20743.8
16527,20745.1
16528,20746.4
16529,20747.7
16530,20749
16531,20750.3
16532,20751.6
16533,20752.9
16534,20754.2
16535,20755.5
16536,20756.8
16537,20758.1
16538,20759.4
16539,20760.7
16540,20762
16541,20763.3
16542,20764.6
16543,20765.9
16544,20767.2
16545,20768.5
16546,20769.8
16547,20771.1
16548,20772.4
16549,20773.7
16550,20775
16551,20776.3
16552,20777.6
16553,20778.9
16554,20780.2
16555,20781.5
16556,20782.8
16557,20784.1
16558,20785.4
16559,20786.7
16560,20788
16561,20789.3
16562,20790.6
16563,20791.9
16564,20793.2
16565,20794.5
16566,20795.8
16567,20797.1
16568,20798.4
16569,20799.7
16570,20801
16571,20802.3
16572,20803.6
16573,20804.9
16574,20806.2
16575,20807.5
16576,20808.8
16577,20810.1
16578,20811.4
16579,20812.7
16580,20814
16581,20815.3
16582,20816.6
16583,20817.9
16584,20819.2
16585,20820.5
16586,20821.8
16587,20823.1
16588,20824.4
16589,20825.7
16590,20827
16591,20828.3
16592,20829.6
16593,20830.9
16594,20832.2
16595,20833.5
16596,20834.8
16597,20836.1
16598,20837.4
16599,20838.7
16600,20840
16601,20841.3
16602,20842.6
16603,20843.9
16604,20845.2
16605,20846.5
16606,20847.8
16607,20849.1
16608,20850.4
16609,20851.7
16610,20853
16611,20854.3
16612,20855.6
16613,20856.9
16614,20858.2
16615,20859.5
16616,20860.8
16617,20862.1
16618,20863.4
16619,20864.7
16620,20866
16621,20867.3
16622,20868.6
16623,20869.9
16624,20871.2
16625,20872.5
16626,20873.8
16627,20875.1
16628,20876.4
16629,20877.7
16630,20879
16631,20880.3
16632,20881.6
16633,20882.9
16634,20884.2
16635,20885.5
16636,20886.8
16637,20888.1
16638,20889.4
16639,20890.7
16640,20892
16641,20893.3
16642,20894.6
16643,20895.9
16644,20897.2
16645,20898.5
16646,20899.8
16647,20901.1
16648,20902.4
16649,20903.7
16650,20905
16651,20906.3
16652,20907.6
16653,20908.9
16654,20910.2
16655,20911.5
16656,20912.8
16657,20914.1
16658,20915.4
16659,20916.7
16660,20918
16661,20919.3
16662,20920.6
16663,20921.9
16664,20923.2
16665,20924.5
16666,20925.8
16667,20927.1
16668,20928.4
16669,20929.7
16670,20931
16671,20932.3
16672,20933.6
16673,20934.9
16674,20936.2
16675,20937.5
16676,20938.8
16677,20940.1
16678,20941.4
16679,20942.7
16680,20944
16681,20945.3
16682,20946.6
16683,20947.9
16684,20949.2
16685,20950.5
16686,20951.8
16687,20953.1
16688,20954.4
16689,20955.7
16690,20957
16691,20958.3
16692,20959.6
16693,20960.9
16694,20962.2
16695,20963.5
16696,20964.8
16697,20966.1
16698,20967.4
16699,20968.7
16700,20970
16701,20971.3
16702,20972.6
16703,20973.9
16704,20975.2
16705,20976.5
16706,20977.8
16707,20979.1
16708,20980.4
16709,20981.7
16710,20983
16711,20984.3
16712,20985.6
16713,20986.9
16714,20988.2
16715,20989.5
16716,20990.8
16717,20992.1
16718,20993.4
16719,20994.7
16720,20996
16721,20997.3
16722,20998.6
16723,20999.9
16724,21001.2
16725,21002.5
16726,21003.8
16727,21005.1
16728,21006.4
16729,21007.7
16730,21009
16731,21010.3
16732,21011.6
16733,21012.9
16734,21014.2
16735,21015.5
16736,21016.8
16737,21018.1
16738,21019.4
16739,21020.7
16740,21022
16741,21023.3
16742,21024.6
16743,21025.9
16744,21027.2
16745,21028.5
16746,21029.8
16747,21031.1
16748,21032.4
16749,21033.7
16750,21035
16751,21036.3
16752,21037.6
16753,21038.9
16754,21040.2
16755,21041.5
16756,21042.8
16757,21044.1
16758,21045.4
16759,21046.7
16760,21048
16761,21049.3
16762,21050.6
16763,21051.9
16764,21053.2
16765,21054.5
16766,21055.8
16767,21057.1
16768,21058.4
16769,21059.7
16770,21061
16771,21062.3
16772,21063.6
16773,21064.9
16774,21066.2
16775,21067.5
16776,21068.8
16777,21070.1
16778,21071.4
16779,21072.7
16780,21074
16781,21075.3
16782,21076.6
16783,21077.9
16784,21079.2
16785,21080.5
16786,21081.8
16787,21083.1
16788,21084.4
16789,21085.7
16790,21087
16791,21088.3
16792,21089.6
16793,21090.9
16794,21092.2
16795,21093.5
16796,21094.8
16797,21096.1
16798,21097.4
16799,21098.7
16800,21100
16801,21101.3
16802,21102.6
16803,21103.9
16804,21105.2
16805,21106.5
16806,21107.8
16807,21109.1
16808,21110.4
16809,21111.7
16810,21113
16811,21114.3
16812,21115.6
16813,21116.9
16814,21118.2
16815,21119.5
16816,21120.8
16817,21122.1
16818,21123.4
16819,21124.7
16820,21126
16821,21127.3
16822,21128.6
16823,21129.9
16824,21131.2
16825,21132.5
16826,21133.8
16827,21135.1
16828,21136.4
16829,21137.7
16830,21139
16831,21140.3
16832,21141.6
16833,21142.9
16834,21144.2
16835,21145.5
16836,21146.8
16837,21148.1
16838,21149.4
16839,21150.7
16840,21152
16841,21153.3
16842,21154.6
16843,21155.9
16844,21157.2
16845,21158.5
16846,21159.8
16847,21161.1
16848,21162.4
16849,21163.7
16850,21165
16851,21166.3
16852,21167.6
16853,21168.9
16854,21170.2
16855,21171.5
16856,21172.8
16857,21174.1
16858,21175.4
16859,21176.7
16860,21178
16861,21179.3
16862,21180.6
16863,21181.9
16864,21183.2
16865,21184.5
16866,21185.8
16867,21187.1
16868,21188.4
16869,21189.7
16870,21191
16871,21192.3
16872,21193.6
16873,21194.9
16874,21196.2
16875,21197.5
16876,21198.8
16877,21200.1
16878,21201.4
16879,21202.7
16880,21204
16881,21205.3
16882,21206.6
16883,21207.9
16884,21209.2
16885,21210.5
16886,21211.8
16887,21213.1
16888,21214.4
16889,21215.7
16890,21217
16891,21218.3
16892,21219.6
16893,21220.9
16894,21222.2
16895,21223.5
16896,21224.8
16897,21226.1
16898,21227.4
16899,21228.7
16900,21230
16901,21231.3
16902,21232.6
16903,21233.9
16904,21235.2
16905,21236.5
16906,21237.8
16907,21239.1
16908,21240.4
16909,21241.7
16910,21243
16911,21244.3
16912,21245.6
16913,21246.9
16914,21248.2
16915,21249.5
16916,21250.8
16917,21252.1
16918,21253.4
16919,21254.7
16920,21256
16921,21257.3
16922,21258.6
16923,21259.9
16924,21261.2
16925,21262.5
16926,21263.8
16927,21265.1
16928,21266.4
16929,21267.7
16930,21269
16931,21270.3
16932,21271.6
16933,21272.9
16934,21274.2
16935,21275.5
16936,21276.8
16937,21278.1
16938,21279.4
16939,21280.7
16940,21282
16941,21283.3
16942,21284.6
16943,21285.9
16944,21287.2
16945,21288.5
16946,21289.8
16947,21291.1
16948,21292.4
16949,21293.7
16950,21295
16951,21296.3
16952,21297.6
16953,21298.9
16954,21300.2
16955,21301.5
16956,21302.8
16957,21304.1
16958,21305.4
16959,21306.7
16960,21308
16961,21309.3
16962,21310.6
16963,21311.9
16964,21313.2
16965,21314.5
16966,21315.8
16967,21317.1
16968,21318.4
16969,21319.7
16970,21321
16971,21322.3
16972,21323.6
16973,21324.9
16974,21326.2
16975,21327.5
16976,21328.8
16977,21330.1
16978,21331.4
16979,21332.7
16980,21334
16981,21335.3
16982,21336.6
16983,21337.9
16984,21339.2
16985,21340.5
16986,21341.8
16987,21343.1
16988,21344.4
16989,21345.7
16990,21347
16991,21348.3
16992,21349.6
16993,21350.9
16994,21352.2
16995,21353.5
16996,21354.8
16997,21356.1
16998,21357.4
16999,21358.7
17000,21360
17001,21361.3
17002,21362.6
17003,21363.9
17004,21365.2
17005,21366.5
17006,21367.8
17007,21369.1
17008,21370.4
17009,21371.7
17010,21373
17011,21374.3
17012,21375.6
17013,21376.9
17014,21378.2
17015,21379.5
17016,21380.8
17017,21382.1
17018,21383.4
17019,21384.7
17020,21386
17021,21387.3
17022,21388.6
17023,21389.9
17024,21391.2
17025,21392.5
17026,21393.8
17027,21395.1
17028,21396.4
17029,21397.7
17030,21399
17031,21400.3
17032,21401.6
17033,21402.9
17034,21404.2
17035,21405.5
17036,21406.8
17037,21408.1
17038,21409.4
17039,21410.7
17040,21412
17041,21413.3
17042,21414.6
17043,21415.9
17044,21417.2
17045,21418.5
17046,21419.8
17047,21421.1
17048,21422.4
17049,21423.7
17050,21425
17051,21426.3
17052,21427.6
17053,21428.9
17054,21430.2
17055,21431.5
17056,21432.8
17057,21434.1
17058,21435.4
17059,21436.7
17060,21438
17061,21439.3
17062,21440.6
17063,21441.9
17064,21443.2
17065,21444.5
17066,21445.8
17067,21447.1
17068,21448.4
17069,21449.7
17070,21451
17071,21452.3
17072,21453.6
17073,21454.9
17074,21456.2
17075,21457.5
17076,21458.8
17077,21460.1
17078,21461.4
17079,21462.7
17080,21464
17081,21465.3
17082,21466.6
17083,21467.9
17084,21469.2
17085,21470.5
17086,21471.8
17087,21473.1
17088,21474.4
17089,21475.7
17090,21477
17091,21478.3
17092,21479.6
17093,21480.9
17094,21482.2
17095,21483.5
17096,21484.8
17097,21486.1
17098,21487.4
17099,21488.7
17100,21490
17101,21491.3
17102,21492.6
17103,21493.9
17104,21495.2
17105,21496.5
17106,21497.8
17107,21499.1
17108,21500.4
17109,21501.7
17110,21503
17111,21504.3
17112,21505.6
17113,21506.9
17114,21508.2
17115,21509.5
17116,21510.8
17117,21512.1
17118,21513.4
17119,21514.7
17120,21516
17121,21517.3
17122,21518.6
17123,21519.9
17124,21521.2
17125,21522.5
17126,21523.8
17127,21525.1
17128,21526.4
17129,21527.7
17130,21529
17131,21530.3
17132,21531.6
17133,21532.9
17134,21534.2
17135,21535.5
17136,21536.8
17137,21538.1
17138,21539.4
17139,21540.7
17140,21542
17141,21543.3
17142,21544.6
17143,21545.9
17144,21547.2
17145,21548.5
17146,21549.8
17147,21551.1
17148,21552.4
17149,21553.7
17150,21555
17151,21556.3
17152,21557.6
17153,21558.9
17154,21560.2
17155,21561.5
17156,21562.8
17157,21564.1
17158,21565.4
17159,21566.7
17160,21568
17161,21569.3
17162,21570.6
17163,21571.9
17164,21573.2
17165,21574.5
17166,21575.8
17167,21577.1
17168,21578.4
17169,21579.7
17170,21581
17171,21582.3
17172,21583.6
17173,21584.9
17174,21586.2
17175,21587.5
17176,21588.8
17177,21590.1
17178,21591.4
17179,21592.7
17180,21594
17181,21595.3
17182,21596.6
17183,21597.9
17184,21599.2
17185,21600.5
17186,21601.8
17187,21603.1
17188,21604.4
17189,21605.7
17190,21607
17191,21608.3
17192,21609.6
17193,21610.9
17194,21612.2
17195,21613.5
17196,21614.8
17197,21616.1
17198,21617.4
17199,21618.7
17200,21620
17201,21621.3
17202,21622.6
17203,21623.9
17204,21625.2
17205,21626.5
17206,21627.8
17207,21629.1
17208,21630.4
17209,21631.7
17210,21633
17211,21634.3
17212,21635.6
17213,21636.9
17214,21638.2
17215,21639.5
17216,21640.8
17217,21642.1
17218,21643.4
17219,21644.7
17220,21646
17221,21647.3
17222,21648.6
17223,21649.9
17224,21651.2
17225,21652.5
17226,21653.8
17227,21655.1
17228,21656.4
17229,21657.7
17230,21659
17231,21660.3
17232,21661.6
17233,21662.9
17234,21664.2
17235,21665.5
17236,21666.8
17237,21668.1
17238,21669.4
17239,21670.7
17240,21672
17241,21673.3
17242,21674.6
17243,21675.9
17244,21677.2
17245,21678.5
17246,21679.8
17247,21681.1
17248,21682.4
17249,21683.7
17250,21685
17251,21686.3
17252,21687.6
17253,21688.9
17254,21690.2
17255,21691.5
17256,21692.8
17257,21694.1
17258,21695.4
17259,21696.7
17260,21698
17261,21699.3
17262,21700.6
17263,21701.9
17264,21703.2
17265,21704.5
17266,21705.8
17267,21707.1
17268,21708.4
17269,21709.7
17270,21711
17271,21712.3
17272,21713.6
17273,21714.9
17274,21716.2
17275,21717.5
17276,21718.8
17277,21720.1
17278,21721.4
17279,21722.7
17280,21724
17281,21725.3
17282,21726.6
17283,21727.9
17284,21729.2
17285,21730.5
17286,21731.8
17287,21733.1
17288,21734.4
17289,21735.7
17290,21737
17291,21738.3
17292,21739.6
17293,21740.9
17294,21742.2
17295,21743.5
17296,21744.8
17297,21746.1
17298,21747.4
17299,21748.7
17300,21750
17301,21751.3
17302,21752.6
17303,21753.9
17304,21755.2
17305,21756.5
17306,21757.8
17307,21759.1
17308,21760.4
17309,21761.7
17310,21763
17311,21764.3
17312,21765.6
17313,21766.9
17314,21768.2
17315,21769.5
17316,21770.8
17317,21772.1
17318,21773.4
17319,21774.7
17320,21776
17321,21777.3
17322,21778.6
17323,21779.9
17324,21781.2
17325,21782.5
17326,21783.8
17327,21785.1
17328,21786.4
17329,21787.7
17330,21789
17331,21790.3
17332,21791.6
17333,21792.9
17334,21794.2
17335,21795.5
17336,21796.8
17337,21798.1
17338,21799.4
17339,21800.7
17340,21802
17341,21803.3
17342,21804.6
17343,21805.9
17344,21807.2
17345,21808.5
17346,21809.8
17347,21811.1
17348,21812.4
17349,21813.7
17350,21815
17351,21816.3
17352,21817.6
17353,21818.9
17354,21820.2
17355,21821.5
17356,21822.8
17357,21824.1
17358,21825.4
17359,21826.7
17360,21828
17361,21829.3
17362,21830.6
17363,21831.9
17364,21833.2
17365,21834.5
17366,21835.8
17367,21837.1
17368,21838.4
17369,21839.7
17370,21841
17371,21842.3
17372,21843.6
17373,21844.9
17374,21846.2
17375,21847.5
17376,21848.8
17377,21850.1
17378,21851.4
17379,21852.7
17380,21854
17381,21855.3
17382,21856.6
17383,21857.9
17384,21859.2
17385,21860.5
17386,21861.8
17387,21863.1
17388,21864.4
17389,21865.7
17390,21867
17391,21868.3
17392,21869.6
17393,21870.9
17394,21872.2
17395,21873.5
17396,21874.8
17397,21876.1
17398,21877.4
17399,21878.7
17400,21880
17401,21881.3
17402,21882.6
17403,21883.9
17404,21885.2
17405,21886.5
17406,21887.8
17407,21889.1
17408,21890.4
17409,21891.7
17410,21893
17411,21894.3
17412,21895.6
17413,21896.9
17414,21898.2
17415,21899.5
17416,21900.8
17417,21902.1
17418,21903.4
17419,21904.7
17420,21906
17421,21907.3
17422,21908.6
17423,21909.9
17424,21911.2
17425,21912.5
17426,21913.8
17427,21915.1
17428,21916.4
17429,21917.7
17430,21919
17431,21920.3
17432,21921.6
17433,21922.9
17434,21924.2
17435,21925.5
17436,21926.8
17437,21928.1
17438,21929.4
17439,21930.7
17440,21932
